Campaign ID,Campaign Name,Campaign Code,Code Used,Code Quota,Campaign Start Date,Campaign End Date,Promo Duration
742,CEBAN,CEBANTAGIHANDEC,746,750,"November 25, 2021, 00:00","December 10, 2021, 23:59",15 days
897,CEBAN,CEBANCODATAHUNBARUAN,616,750,"December 25, 2023, 00:00","January 10, 2024, 23:59",16 days
814,CEBAN,CEBANGAMESGOC,750,750,"November 25, 2022, 00:00","December 10, 2022, 23:59",15 days
760,CEBANFEBUARY,SILIHAIMUSIC,2,250,"January 25, 2022, 00:00","February 10, 2022, 23:59",16 days
202,PROMO GENITRANSPORT ,GENITRAVEL,107,250,"May 8, 2017, 00:00","June 30, 2017, 23:59",53 days
552,DOKU CEBAN,TAGIHAN1010,499,500,"October 25, 2019, 00:00","November 10, 2019, 23:59",16 days
363,DOKU PEDAS k24,PEDASK24,0,300,"March 30, 2018, 00:00","May 1, 2018, 23:59",32 days
237,Indosat 250,ISATPULSA250,4,100,"August 10, 2017, 00:00","September 30, 2017, 23:59",51 days
611,HAPPYDIRUMAH,HappyHypermart,0,500,"March 27, 2020, 00:00","April 20, 2020, 23:59",24 days
937,CEBAN,CEBANUNIPINSEP09,"1,246","1,500","September 25, 2024, 00:00","October 10, 2024, 23:59",15 days
679,CEBAN,CEBAN01,0,250,"January 25, 2021, 00:00","February 10, 2021, 23:59",16 days
693,CEBAN,CEBANPULSAPRIL,92,500,"April 25, 2021, 00:00","May 10, 2021, 23:59",15 days
728,ISOMEN,DOKUPRODIA,1,200,"September 25, 2021, 00:00","October 25, 2021, 23:59",30 days
795,PROKLAMASI,BALIZOODOKU,0,150,"August 25, 2022, 00:00","September 15, 2022, 23:59",21 days
836,CEBAN,CEBANGAMESAPRIL4,"1,497","1,500","March 25, 2023, 00:00","April 10, 2023, 23:59",16 days
516,Thank DOKU its Friday,TDIFTELKOMSEL4,483,500,"June 21, 2019, 00:00","June 23, 2019, 23:59",2 days
47,TEST ENSOGO,MILA50,4,15,"February 16, 2016, 00:00","February 20, 2016, 23:59",4 days
26,PROMOCODE5,PROMOCODE5,1,2,"January 5, 2016, 00:00","January 5, 2016, 23:59",0 days
240,PTR PDAM Aetra,PTRAETRA,0,1,"August 11, 2017, 00:00","August 11, 2017, 23:59",0 days
688,test razer,test9999,0,10,"March 24, 2021, 00:00","March 25, 2021, 23:59",1 days
380,TTESTSUSHIROLL,TTESTSUSHIROLL,0,10,"April 25, 2018, 00:00","April 26, 2018, 23:59",1 days
210,DIORAMA 50K,DIORAMA50,102,"1,000","June 7, 2017, 00:00","June 30, 2017, 23:59",23 days
111,LAKU6,LAKU6DOKU,10,200,"August 15, 2016, 00:00","December 31, 2016, 23:59",138 days
361,PEDAS DOKU FITNESIA ,PEDASFITS,0,300,"March 30, 2018, 00:00","May 1, 2018, 23:59",32 days
485,Thank DOKU its Friday,TDIF,1,250,"April 19, 2019, 00:00","April 21, 2019, 23:59",2 days
177,CODA Valentine 4,DOKUCODA120,2,250,"February 10, 2017, 00:00","February 19, 2017, 23:59",9 days
43,EVIEC,EVI1,1,5,"February 9, 2016, 00:00","February 10, 2016, 23:59",1 days
73,test rl 2,RL10,2,10,"April 18, 2016, 00:00","April 22, 2016, 23:59",4 days
387,TEST DIORAMA,TESTDIORAMA,0,100,"April 30, 2018, 00:00","May 6, 2018, 23:59",6 days
528,DOKU CEBAN ,CEBANPULS7,0,500,"July 25, 2019, 00:00","August 10, 2019, 23:59",16 days
383,"TEST SUSHI ROll, GTunes and genflix",TESTLAGI,0,1,"April 30, 2018, 00:00","May 1, 2018, 23:59",1 days
867,TDIF,TDIFBBW,0,150,"August 11, 2023, 00:00","August 20, 2023, 23:59",9 days
91,SUKA EZBUY,SUKAEZYBUY,0,300,"May 24, 2016, 00:00","July 31, 2016, 23:59",68 days
389,test diorama paket data ,testpaketdio,0,1,"May 2, 2018, 00:00","May 5, 2018, 23:59",3 days
641,CEBAN,CEBANTAGIHAN07,499,500,"May 25, 2020, 00:00","June 10, 2020, 23:59",16 days
157,EZY TOP UP 03,EZYTOPUP400,1,100,"October 17, 2016, 00:00","November 17, 2016, 23:59",31 days
847,CEBAN,CEBANBILLERMEI,"1,468","1,500","April 25, 2023, 00:00","May 10, 2023, 23:59",15 days
427,OBAT GANTENG DISKON SABLENG ,JAMUGANTENG,"1,497","1,500","September 10, 2018, 00:00","October 31, 2018, 23:59",51 days
377,SUSHIROLL CEBAN APRIL,CEBANSUSHIROLL,0,100,"April 25, 2018, 00:00","May 5, 2018, 23:59",10 days
704,CEBAN,CEBANPULSAJUNI,19,500,"June 25, 2021, 00:00","July 10, 2021, 23:59",15 days
858,CEBAN,CEBANBILLERAUG8,"1,475","1,500","July 25, 2023, 00:00","August 10, 2023, 23:59",16 days
846,CEBAN,CEBANBILLERAPRIL01,0,"1,500","April 25, 2023, 00:00","May 10, 2023, 23:59",15 days
422,RESEP OBAT GANTENG ,PILGANTENG,0,"4,240","September 10, 2018, 00:00","October 31, 2018, 23:59",51 days
264,DOKU TarQ,DOKUTARQ,11,100,"October 20, 2017, 00:00","November 5, 2017, 23:59",16 days
75,test popazop 1,PZP100,0,1,"April 27, 2016, 00:00","April 28, 2016, 23:59",1 days
473,DOKU CEBAN FEBRUARY,TAGIHANCEBAN2,0,500,"February 25, 2019, 00:00","March 10, 2019, 23:59",13 days
907,BERKAHRAMADAN,MAXIMDOKU,0,"1,000","March 20, 2024, 00:00","April 30, 2024, 23:59",41 days
259,testingvoucher,testing2,20,20,"October 1, 2017, 00:00","October 31, 2017, 23:59",30 days
21,PROMOCODE1,PROMOCODE1,0,2,"January 4, 2016, 00:00","January 3, 2016, 23:59",0 days
805,CEBAN,MABARENGCODA,749,750,"September 26, 2022, 00:00","October 10, 2022, 23:59",14 days
286,Pasar GENIT x bonusDOKU - TRANSVISION,BONUSTRANSVISION,0,100,"October 27, 2017, 00:00","December 5, 2017, 23:59",39 days
533,DOKU CEBAN ,CEBANMUSIC7,37,500,"July 25, 2019, 00:00","August 10, 2019, 23:59",16 days
228,PDPJuli - Paket Data,DATAJULI,13,500,"July 24, 2017, 00:00","August 31, 2017, 23:59",38 days
276,Pasar GENIT x bonusDOKU - AlfaCart,BONUSALFACART,0,100,"October 27, 2017, 00:00","December 5, 2017, 23:59",39 days
677,CEBAN,CEBANAGIH01,996,"1,000","January 25, 2021, 00:00","February 10, 2021, 23:59",16 days
70,TEST XL 9,KL100,1,2,"March 18, 2016, 00:00","March 19, 2016, 23:59",1 days
187,DOKU PEDAS GRAB,GRABDOKUPEDAS,46,500,"March 13, 2017, 00:00","April 9, 2017, 23:59",27 days
902,CEBAN,CEBANUNIPIN24,"1,447","1,500","February 25, 2024, 00:00","March 10, 2024, 23:59",14 days
336,Test GTunes,TESTSUSHIGTUNES,0,20,"February 1, 2018, 00:00","February 28, 2018, 23:59",27 days
711,CEBAN,TAGIHANYACEBAN ,0,750,"August 25, 2021, 00:00","September 10, 2021, 23:59",16 days
103,Testing Coda,TESTINGCODA,0,2,"June 8, 2016, 00:00","June 8, 2016, 23:59",0 days
327,DOKU Spotify CEBAN,SPOTIFYCEBAN,12,500,"January 25, 2018, 00:00","February 5, 2018, 23:59",11 days
800,DOKU PROMO,TERBANGBERSAMADOKU,0,100,"September 1, 2022, 00:00","September 17, 2022, 23:59",16 days
506,Thank DOKU its Friday,TDIFTSEL,441,500,"May 17, 2019, 00:00","May 19, 2019, 23:59",2 days
364,DOKU PEDAS BODYSHOP ,PEDASSHOP,13,200,"March 30, 2018, 00:00","May 1, 2018, 23:59",32 days
354,TAGIHAN CEBAN MARET,TAGIHANCEBANTIGA,81,500,"March 25, 2018, 00:00","April 5, 2018, 23:59",11 days
51,ALFA TEST3,EVI150,1,10,"February 17, 2016, 00:00","February 20, 2016, 23:59",3 days
617,test alfacart,testalfacart,0,20,"April 2, 2020, 00:00","April 4, 2020, 23:59",2 days
33,promo1,promo1,1,3,"January 8, 2016, 00:00","January 8, 2016, 23:59",0 days
80,test althea 2,TA2,1,10,"May 16, 2016, 00:00","May 17, 2016, 23:59",1 days
667,CEBAN,CEBANMUSICNOV,9,500,"November 25, 2020, 00:00","December 10, 2020, 23:59",15 days
554,DOKU CEBAN ,MOVIE1010,49,250,"October 25, 2019, 00:00","November 10, 2019, 23:59",16 days
575,ANGPAO DOKU 2020,ANGPAOAIRASIA,62,500,"January 20, 2020, 00:00","March 10, 2020, 23:59",50 days
479,TOP UP GASPOL CUMAN PAKE JEMPOL,PERMATADOKU,"1,155","2,000","March 5, 2019, 00:00","May 6, 2019, 23:59",62 days
293,Test Cinemaxx,testingmaxx,0,10,"November 7, 2017, 00:00","November 10, 2017, 23:59",3 days
658,CEBAN,CEBANPULSA100,265,500,"September 25, 2020, 00:00","October 10, 2020, 23:59",15 days
4,Voucher Coba,VoucherCoba,1,2,"December 22, 2015, 00:00","December 22, 2015, 23:59",0 days
235,FLEXDOKU,FLEX20K,4,"5,000","August 7, 2017, 00:00","November 7, 2017, 23:59",92 days
226,PDPJuli - Nikmat,NIKMATJULI,4,200,"July 24, 2017, 00:00","August 31, 2017, 23:59",38 days
351,NOBAR SERU PACIFIC RIM 2,NOBARSERUDOKU,0,100,"March 12, 2018, 00:00","March 21, 2018, 23:59",9 days
437,CEBAN SEPTEMBER,CEBANMOVIE,0,200,"September 25, 2018, 00:00","October 10, 2018, 23:59",15 days
188,TEST PHM,PHMTEST,0,50,"March 13, 2017, 00:00","April 9, 2017, 23:59",27 days
261,Bagimu Negeri,BAGIMUNEGERI,3,"5,000","October 1, 2017, 00:00","November 30, 2017, 23:59",60 days
774,MARHABANDOKU,CahyaDiCitilink,0,100,"April 18, 2022, 00:00","May 18, 2022, 23:59",30 days
186,DOKUCODA Valentines 5,CODADOKU250,0,250,"February 20, 2017, 00:00","March 1, 2017, 23:59",9 days
239,Indosat Pulsa 1000,ISATPULSA1000,0,100,"August 10, 2017, 00:00","September 30, 2017, 23:59",51 days
527,PARTNER DOKU,FXDOKU,0,"1,500","July 5, 2019, 00:00","December 31, 2019, 23:59",179 days
273,Pasar GENIT x bonusDOKU - Danar Hadi,BONUSDANARHADI,0,50,"October 27, 2017, 00:00","December 5, 2017, 23:59",39 days
84,MARCELL ANTHOLOGY,MARCELL,3,500,"May 17, 2016, 00:00","June 2, 2016, 23:59",16 days
521,NOBARENGDOKU,DOKUBTSINDO ,0,500,"July 3, 2019, 00:00","July 5, 2019, 23:59",2 days
352,NOBAR SERU DOKU,NOBARSERUDOKU2,3,100,"March 12, 2018, 00:00","March 21, 2018, 23:59",9 days
590,CEBAN,TAGIHAN1,493,500,"January 25, 2020, 00:00","February 10, 2020, 23:59",16 days
411,TAGIHAN CEBAN JULY,TAGIHANCEBAN7,250,250,"July 25, 2018, 00:00","August 10, 2018, 23:59",16 days
396,DIORAMA PAKET DATA ,DIORAMAPD,0,750,"May 1, 2018, 00:00","June 19, 2018, 23:59",49 days
662,CEBAN,CEBANPULSA011,181,500,"October 25, 2020, 00:00","November 10, 2020, 23:59",16 days
6,Promootes,PrOmoTes,0,2,"December 23, 2015, 00:00","January 23, 2016, 23:59",31 days
303,Jakcloth PHD,JAKCLOTHPHD,1,100,"December 6, 2017, 00:00","December 31, 2017, 23:59",25 days
353,PULSA CEBAN MARET ,PULSACEBANTIGA,901,"1,000","March 25, 2018, 00:00","April 5, 2018, 23:59",11 days
493,DOKU CEBAN,CEBANMUSIC4,38,250,"April 25, 2019, 00:00","May 10, 2019, 23:59",15 days
162,Test XL 3,TESTXL3,0,2,"November 2, 2016, 00:00","November 3, 2016, 23:59",1 days
781,CEBAN,CEBANMUSICMEI55,2,250,"May 25, 2022, 00:00","June 10, 2022, 23:59",16 days
916,CEBAN,CEBANGAMES001,"1,401","1,500","June 25, 2024, 00:00","July 10, 2024, 23:59",15 days
90,SUKA EZY,SUKAEZY,287,300,"May 24, 2016, 00:00","June 5, 2016, 23:59",12 days
817,CEBAN,GAMES12,"1,500","1,500","December 25, 2022, 00:00","January 10, 2023, 23:59",16 days
367,"TEST Sushi roll , genflix and G-tunes ",TESTPROMOCODE ,0,10,"April 4, 2018, 00:00","April 5, 2018, 23:59",1 days
295,Jakcloth Bolt,JAKCLOTHBOLT,0,200,"December 6, 2017, 00:00","December 31, 2017, 23:59",25 days
652,DOKU JALAN JALAN,DOKUKLOOK50,0,100,"July 25, 2020, 00:00","August 25, 2020, 23:59",31 days
219,PDPJuli - JOOX,JOOXJULI,2,100,"July 24, 2017, 00:00","August 31, 2017, 23:59",38 days
893,JEMPOLAN,DOKUJEMPOLANBITTIME,500,500,"December 20, 2023, 00:00","January 31, 2024, 23:59",42 days
857,CEBAN,CEBANGAMESJULI7,"1,478","1,500","June 25, 2023, 00:00","July 10, 2023, 23:59",15 days
155,EZY TOP UP 01,EZYTOPUP100,11,250,"October 17, 2016, 00:00","November 17, 2016, 23:59",31 days
787,UNIPIN ULANG TAHUN,UNIPINDOKU10,7,"1,000","July 14, 2022, 00:00","July 23, 2022, 23:59",9 days
255,DOKU SANTAN Coolinair,DOKUSANTANPULSA,"1,056","1,125","September 29, 2017, 00:00","October 8, 2017, 23:59",9 days
761,CEBANFEBUARY,LIHAINYAGAME,146,500,"January 25, 2022, 00:00","February 10, 2022, 23:59",16 days
107,SUKA EZBUY 2,SUKAEZBUY2,8,300,"June 16, 2016, 00:00","July 31, 2016, 23:59",45 days
108,SUKA ERAFONE,SUKADOKU2,13,15,"June 17, 2016, 00:00","June 30, 2016, 23:59",13 days
678,CEBAN,CEBANMUSIC01,4,250,"January 25, 2021, 00:00","February 10, 2021, 23:59",16 days
744,CEBAN,CEBANMUSICLIBURAN,3,250,"December 25, 2021, 00:00","January 10, 2022, 23:59",16 days
917,CEBAN,CEBANUNIPIN001,"1,445","1,500","June 25, 2024, 00:00","July 10, 2024, 23:59",15 days
448,CEBAN OKTOBER ,CEBANMUSIC10,70,250,"October 25, 2018, 00:00","November 10, 2018, 23:59",16 days
700,CEBAN,CEBANPULSAMEI,19,500,"May 25, 2021, 00:00","June 10, 2021, 23:59",16 days
190,DOKU Pedas,DOKUPEDAS,25,"1,900","March 23, 2017, 00:00","April 30, 2017, 23:59",38 days
27,TestBasket,TestBasket,2,2,"January 5, 2016, 00:00","January 5, 2016, 23:59",0 days
178,CODA Valentine 5,DOKUCODA250,3,250,"February 10, 2017, 00:00","February 19, 2017, 23:59",9 days
358,DOKU PEDAS K24,PEDAS24,0,300,"March 30, 2018, 00:00","May 1, 2018, 23:59",32 days
609,HAPPYDIRUMAH,HappyMusic,21,500,"March 27, 2020, 00:00","April 20, 2020, 23:59",24 days
888,CEBAN,CEBANCODANOV11,660,750,"October 25, 2023, 00:00","November 10, 2023, 23:59",16 days
16,VoucherRegistrasi,VoucherRegistrasi,0,3,"June 6, 0036, 00:00","July 9, 0010, 23:59",-9463 days
52,TEST RAILINK,BREMIRAILINK,2,11,"February 18, 2016, 00:00","February 19, 2016, 23:59",1 days
669,NONTONBARENGDOKU,NONTONBARENGDITO,1,500,"December 1, 2020, 00:00","December 16, 2020, 23:59",15 days
66,Discount 10% XL200,XL200,16,360,"March 16, 2016, 00:00","May 31, 2016, 23:59",76 days
205,GENIT F&B,GENITFNB,54,500,"May 8, 2017, 00:00","June 30, 2017, 23:59",53 days
622,testalfacart2,alfa2,0,"1,000","April 2, 2020, 00:00","April 4, 2020, 23:59",2 days
844,test ceban ,test1234567,0,100,"March 22, 2023, 00:00","March 24, 2023, 23:59",2 days
59,Test XL 5,BULAN25,0,6,"March 14, 2016, 00:00","March 15, 2016, 23:59",1 days
720,testcampaignisomen,test888,0,10,"September 24, 2021, 00:00","September 25, 2021, 23:59",1 days
297,Jakcloth Spotify,JAKCLOTHSPOTIFY,1,200,"December 6, 2017, 00:00","December 31, 2017, 23:59",25 days
651,CEBAN,CEBANMUSIC008,10,250,"July 25, 2020, 00:00","August 10, 2020, 23:59",16 days
741,CEBAN,CEBANPULSADEC,12,500,"November 25, 2021, 00:00","December 10, 2021, 23:59",15 days
435,CEBAN SEPTEMBER,SPOTIFYCEBAN9,0,100,"September 25, 2018, 00:00","October 10, 2018, 23:59",15 days
87,RAILINK LEBARAN,KETUPAT,2,"1,000","May 19, 2016, 00:00","July 31, 2016, 23:59",73 days
872,CEBAN,CEBANGOC99,742,750,"August 25, 2023, 00:00","September 10, 2023, 23:59",16 days
163,Test XL 4,TESTXL4,0,3,"November 2, 2016, 00:00","November 3, 2016, 23:59",1 days
415,DOKU HEMAT ,DOKUHEMAT10,26,100,"August 1, 2018, 00:00","August 31, 2018, 23:59",30 days
175,CODA Valentine 2,DOKUCODA60,0,500,"January 1, 2017, 00:00","February 20, 2017, 23:59",50 days
438,DOKU HEMAT ,DOKUHEMATLAGI,0,"1,500","October 1, 2018, 00:00","December 31, 2018, 23:59",91 days
225,PDPJuli - LAZADA,LAZADAJULI,500,500,"July 24, 2017, 00:00","August 31, 2017, 23:59",38 days
267,Indosat Pulsa 250,ISATPLS250,0,100,"October 23, 2017, 00:00","December 31, 2017, 23:59",69 days
244,Bonus Airlines,BONUSAIRLINES,1,100,"August 15, 2017, 00:00","September 4, 2017, 23:59",20 days
368,PULSA CEBAN APRIL,PULSACEBAN4,155,500,"April 25, 2018, 00:00","May 5, 2018, 23:59",10 days
577,ANGPAO DOKU 2020,ANGPAOSTYLE,0,250,"January 20, 2020, 00:00","March 10, 2020, 23:59",50 days
848,CEBAN,CEBANGAMESMEI,"1,495","1,500","April 25, 2023, 00:00","May 10, 2023, 23:59",15 days
192,AirAsia NgetripHoki,AANGETRIPHOKI,20,500,"March 27, 2017, 00:00","April 2, 2017, 23:59",6 days
428,OBAT GANTENG DISKON SABLENG ,JAMUGANTENGBGT,1,100,"September 10, 2018, 00:00","October 31, 2018, 23:59",51 days
647,CEBAN ,TAGIHANCEBAN007,500,500,"June 25, 2020, 00:00","July 10, 2020, 23:59",15 days
885,CEBAN,CEBANBILLERNOV11,"1,473","1,500","October 25, 2023, 00:00","November 10, 2023, 23:59",16 days
595,PAKE DOKU Di LAWSON,DOKULAWSON10,0,100,"March 16, 2020, 00:00","April 30, 2020, 23:59",45 days
323,DOKU TAHURA RUN,DOKUTAHURA,1,150,"January 20, 2018, 00:00","January 22, 2018, 23:59",2 days
376,GTUNES CEBAN APRIL,CEBANGTUNES,0,100,"April 25, 2018, 00:00","May 5, 2018, 23:59",10 days
423,OBAT GANTENG ,PUYERGANTENG,2,"4,200","September 10, 2018, 00:00","October 31, 2018, 23:59",51 days
540,DOKU CEBAN,CEBANMOVIE9,21,250,"September 25, 2019, 00:00","October 10, 2019, 23:59",15 days
655,DOKUCEBAN,CEBANMUSIC09,11,250,"August 25, 2020, 00:00","September 10, 2020, 23:59",16 days
305,Jakcloth RedDoorz,JAKCLOTHREDDOORZ,0,25,"December 6, 2017, 00:00","December 31, 2017, 23:59",25 days
50,test alfa 2,EVI100,1,10,"February 17, 2016, 00:00","February 19, 2016, 23:59",2 days
831,CEBAN,GOCEBANTIGA,750,750,"February 25, 2023, 00:00","March 10, 2023, 23:59",13 days
203,GENIT ENTERTAINMENT,GENITAINMENT,216,850,"May 8, 2017, 00:00","June 30, 2017, 23:59",53 days
921,CEBAN,CEBANCODA77,"1,431","1,500","July 25, 2024, 00:00","August 10, 2024, 23:59",16 days
765,CEBAN,DOKUMARETCEBAN03,"1,495","1,500","February 25, 2022, 00:00","March 10, 2022, 23:59",13 days
904,TESTING BNETFIT,TESTBNET,0,100,"March 15, 2024, 00:00","March 16, 2024, 23:59",1 days
168,TEST XL 9,TESTXL9,0,1,"November 3, 2016, 00:00","November 4, 2016, 23:59",1 days
67,Discount 10% XL300,XL300,11,360,"March 16, 2016, 00:00","May 31, 2016, 23:59",76 days
146,Test Indosat 10% 50K ,TESTISAT501,0,100,"September 13, 2016, 00:00","September 30, 2016, 23:59",17 days
227,PDPJuli - Pulsa,PULSAJULI,475,500,"July 24, 2017, 00:00","August 31, 2017, 23:59",38 days
525,NOBARENGDOKU,DOKUKEPPJANGFAMS,20,500,"July 3, 2019, 00:00","July 5, 2019, 23:59",2 days
488,Thank DOKU its Friday,TDIFSHOW,69,100,"April 19, 2019, 00:00","April 21, 2019, 23:59",2 days
233,DOKUxRTS,DOKUMAKINSERU,"1,879","2,000","July 29, 2017, 00:00","September 30, 2017, 23:59",63 days
517,DOKU CEBAN ,CEBANPULSA6,495,500,"June 25, 2019, 00:00","July 10, 2019, 23:59",15 days
301,Jakcloth The Body Shop,JAKCLOTHTBS,0,100,"December 6, 2017, 00:00","December 31, 2017, 23:59",25 days
676,CEBAN,CEBANDATAPULSA01,171,500,"January 25, 2021, 00:00","February 10, 2021, 23:59",16 days
682,CEBAN,ANGPAOCEBANMUSIC,5,250,"February 25, 2021, 00:00","March 10, 2021, 23:59",13 days
400,NONTON SERU BARENG DOKU ,DOKUDEADPOOL,0,"1,000","May 9, 2018, 00:00","May 31, 2018, 23:59",22 days
653,DOKU JALAN JALAN,DOKUKLOOK100,0,100,"July 25, 2020, 00:00","August 25, 2020, 23:59",31 days
666,CEBAN,CEBANOVEMBERTAGIHAN,490,500,"November 25, 2020, 00:00","December 10, 2020, 23:59",15 days
268,Indosat Pulsa 500,ISATPLS500,2,100,"October 23, 2017, 00:00","December 31, 2017, 23:59",69 days
713,CEBAN,DOKUGOCEBAN,0,250,"August 25, 2021, 00:00","September 10, 2021, 23:59",16 days
38,BREMIHYPER,BREMIHM,2,15,"February 5, 2016, 00:00","February 6, 2016, 23:59",1 days
231,PDPJuli - StyleKorean,STYLEKOREANJULI,0,50,"July 24, 2017, 00:00","August 31, 2017, 23:59",38 days
392,test google dio,googleDIO,0,100,"May 2, 2018, 00:00","May 5, 2018, 23:59",3 days
553,DOKU CEBAN,MUSIC1010,26,250,"October 25, 2019, 00:00","November 10, 2019, 23:59",16 days
555,test unipin ,testuni1,0,50,"October 22, 2019, 00:00","October 25, 2019, 23:59",3 days
386,CEBANGTUNES,GTUNESCEBAN,1,100,"April 30, 2018, 00:00","May 10, 2018, 23:59",10 days
734,CEBAN,CEBANTAGIHANOCT,666,750,"October 25, 2021, 00:00","November 10, 2021, 23:59",16 days
308,Jakcloth Pulsa Data,OBRALPULSA,45,500,"December 6, 2017, 00:00","December 31, 2017, 23:59",25 days
307,Jakcloth Lazada,JAKCLOTHLAZADA,105,200,"December 6, 2017, 00:00","December 31, 2017, 23:59",25 days
725,CEBAN,CEBANGAMES99,750,750,"September 25, 2021, 00:00","October 10, 2021, 23:59",15 days
583,ANGPAO DOKU ,ANGPAOSAFARI,0,50,"February 1, 2020, 00:00","March 10, 2020, 23:59",38 days
636,MARHABAN DOKU ,UNIPINDOKU,29,"1,000","May 18, 2020, 00:00","June 18, 2020, 23:59",31 days
561,DOKU CEBAN,CEBANTAGOHAN11,0,500,"November 25, 2019, 00:00","December 10, 2019, 23:59",15 days
792,PROKLAMASI,DOKUPROKLAMASI,1,100,"August 17, 2022, 00:00","August 31, 2022, 23:59",14 days
868,CEBAN,CEBANSEP09,"1,479","1,500","August 25, 2023, 00:00","September 10, 2023, 23:59",16 days
65,Discount 10% XL100,XL100,62,510,"March 16, 2016, 00:00","May 31, 2016, 23:59",76 days
607,HAPPYDIRUMAH,HappyKFC,0,"1,000","March 27, 2020, 00:00","April 20, 2020, 23:59",24 days
610,HAPPYDIRUMAH,HappyPHD,9,"1,000","March 27, 2020, 00:00","April 20, 2020, 23:59",24 days
263,test cinemax,testmovie,0,25,"October 1, 2017, 00:00","October 31, 2017, 23:59",30 days
311,Harbolnas DOKU 50K,DOKUBOLNAS50K,2,750,"December 12, 2017, 00:00","December 31, 2017, 23:59",19 days
10,VoucherQC,VoucherQC,0,3,"December 29, 2015, 00:00","December 31, 2015, 23:59",2 days
664,CEBAN,CEBANMUSIC011,7,250,"October 25, 2020, 00:00","November 10, 2020, 23:59",16 days
